1,6,6.380952381,8
1,6,6.380952381,32.33
1,6,6.380952381,8.33
1,6,6.380952381,1.67
1,6,6.380952381,9
0,9,6.707317073,8.67
2,10,6.707317073,7.33
3,7,6.4928745,7.59
2.0,10.0,6.7073170731707314,8.33
2.0,10.0,6.2682926829268295,5.67
2.0,10.0,6.2682926829268295,2
2.0,10.0,6.2682926829268295,4
2.0,10.0,6.2682926829268295,6
2.0,10.0,6.2682926829268295,6.67
